

---------------------------------------------------

Inference for Stan model: anon_model_f0a4b0a480636fcaa2be8ca6b94a0f70.
4 chains, each with iter=2000; warmup=1000; thin=1; 
post-warmup draws per chain=1000, total post-warmup draws=4000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
mu[168]       -8.48  7.5e-4   0.05  -8.58  -8.51  -8.48  -8.45  -8.39   3919    1.0
mu[169]       -8.48  7.5e-4   0.05  -8.58  -8.51  -8.48  -8.45  -8.39   3919    1.0
mu[170]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[171]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[172]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[173]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[174]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[175]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[176]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[177]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[178]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[179]       -7.75  2.6e-3   0.17  -8.07  -7.86  -7.75  -7.64   -7.4   4000    1.0
mu[180]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[181]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[182]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[183]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[184]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[185]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[186]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[187]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[188]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[189]       -8.22  1.5e-3   0.09   -8.4  -8.28  -8.23  -8.17  -8.04   3537    1.0
mu[190]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[191]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[192]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[193]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[194]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[195]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[196]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[197]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[198]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[199]       -8.33  3.1e-3   0.17  -8.67  -8.44  -8.33  -8.22   -8.0   2944    1.0
mu[200]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[201]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[202]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[203]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[204]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[205]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[206]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[207]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[208]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[209]       -7.39  1.2e-3   0.08  -7.54  -7.44  -7.39  -7.34  -7.23   4000    1.0
mu[210]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[211]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[212]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[213]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[214]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[215]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[216]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[217]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[218]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[219]       -7.83  8.3e-4   0.05  -7.94  -7.86  -7.83   -7.8  -7.73   4000    1.0
mu[220]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[221]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[222]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[223]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[224]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[225]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[226]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[227]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[228]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[229]       -7.98  1.8e-3   0.11  -8.19  -8.05  -7.98  -7.92  -7.76   3753    1.0
mu[230]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[231]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[232]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[233]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[234]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[235]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[236]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[237]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[238]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[239]       -6.61  7.9e-4   0.05  -6.71  -6.64  -6.61  -6.58  -6.51   4000    1.0
mu[240]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[241]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[242]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[243]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[244]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[245]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[246]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[247]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[248]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
mu[249]       -8.15  3.7e-3   0.24  -8.63  -8.31  -8.16   -8.0  -7.68   4000    1.0
ypred[0]      -8.16    0.06   1.08  -10.3  -8.78  -8.14  -7.54  -6.04    292   1.02
ypred[1]      -8.77    0.06   1.09 -10.94  -9.38  -8.75  -8.12  -6.73    335   1.02
ypred[2]      -6.78    0.06   1.02  -8.63  -7.37  -6.83  -6.26  -4.64    262   1.02
ypred[3]      -8.58    0.05   1.27 -11.02  -9.38  -8.59  -7.79  -6.05    609   1.01
ypred[4]      -7.77    0.05   0.92  -9.53  -8.36  -7.77  -7.19  -5.87    307   1.02
ypred[5]       -7.3    0.05   0.83   -8.9  -7.83  -7.33  -6.83  -5.53    263   1.02
ypred[6]      -5.86    0.06   0.88  -7.36  -6.41  -5.95  -5.42  -3.73    205   1.01
ypred[7]      -6.58    0.05   0.78  -7.93  -7.07  -6.63  -6.17  -4.75    222   1.02
ypred[8]      -7.58    0.04   0.84  -9.22  -8.12  -7.62  -7.06  -5.85    384   1.01
ypred[9]      -7.57    0.05   1.01  -9.52  -8.24  -7.57  -6.91  -5.55    477   1.01
ypred[10]     -8.25    0.03   0.68  -9.57  -8.68  -8.25  -7.81  -6.87    424   1.01
ypred[11]      -9.9    0.04   1.43 -12.69 -10.83   -9.9  -9.02  -7.01   1508    1.0
ypred[12]     -8.04    0.03    0.5  -9.07  -8.36  -8.03  -7.72  -7.05    285   1.02
ypred[13]     -5.71    0.04   0.81  -7.28  -6.24  -5.73  -5.19  -4.07    429   1.01
ypred[14]     -7.45    0.03   0.41  -8.24   -7.7  -7.46   -7.2   -6.6    244   1.02
ypred[15]     -6.93    0.02   0.43  -7.74   -7.2  -6.94  -6.66  -6.02    312   1.01
ypred[16]     -8.67    0.02   0.35  -9.36   -8.9  -8.67  -8.44   -8.0    280   1.02
ypred[17]     -7.86    0.02   0.61   -9.1  -8.26  -7.86  -7.47  -6.67    944   1.01
ypred[18]     -8.36    0.01   0.39  -9.15   -8.6  -8.35   -8.1  -7.61    695   1.01
ypred[19]     -8.46    0.01   0.59  -9.64  -8.84  -8.45  -8.08  -7.29   1803    1.0
ypred[20]     -7.43    0.01    0.3  -8.02  -7.62  -7.43  -7.24  -6.83    688    1.0
ypred[21]     -7.88  8.6e-3   0.22  -8.31  -8.02  -7.88  -7.74  -7.45    624   1.01
ypred[22]     -8.03  6.8e-3   0.37  -8.75  -8.26  -8.03  -7.82  -7.29   2907    1.0
ypred[23]      -6.6  5.1e-3   0.18  -6.96  -6.72   -6.6  -6.49  -6.21   1298    1.0
ypred[24]     -8.15    0.01   0.83  -9.81  -8.69  -8.15   -7.6  -6.53   4000    1.0
log_lik[0]     -1.3    0.01   0.83  -3.36  -1.71  -1.15   -0.7  -0.12   4000    1.0
log_lik[1]     0.46  5.7e-3   0.24  -0.06   0.31   0.48   0.63   0.88   1803    1.0
log_lik[2]    -0.02  5.2e-3   0.33  -0.78   -0.2   0.03   0.22    0.5   4000    1.0
log_lik[3]     0.48  5.8e-3   0.24  -0.05   0.33    0.5   0.65    0.9   1754    1.0
log_lik[4]    -0.41  7.4e-3   0.47  -1.56  -0.66  -0.34  -0.08   0.27   4000    1.0
log_lik[5]     0.19  4.4e-3   0.28  -0.44   0.03   0.22   0.39   0.66   4000    1.0
log_lik[6]     0.17  4.4e-3   0.28  -0.47 7.2e-3    0.2   0.37   0.64   4000    1.0
log_lik[7]     0.38  5.3e-3   0.25  -0.16   0.23    0.4   0.55   0.81   2202    1.0
log_lik[8]     0.31  5.2e-3   0.26  -0.26   0.16   0.33   0.48   0.75   2417    1.0
log_lik[9]    -0.08  5.5e-3   0.35   -0.9  -0.27  -0.03   0.17   0.46   4000    1.0
log_lik[10]   -0.35  4.8e-3    0.3  -1.03  -0.52  -0.31  -0.13   0.16   4000    1.0
log_lik[11]    -1.0  8.1e-3   0.51  -2.25  -1.28  -0.92  -0.63  -0.26   4000    1.0
log_lik[12]   -0.43  5.1e-3   0.32  -1.17  -0.61   -0.4   -0.2    0.1   4000    1.0
log_lik[13]   -0.21  4.3e-3   0.27  -0.81  -0.37  -0.18  -0.02   0.26   4000    1.0
log_lik[14]    0.02  7.1e-3   0.25  -0.53  -0.12   0.04   0.19   0.46   1202    1.0
log_lik[15]   -0.27  4.5e-3   0.29  -0.91  -0.44  -0.24  -0.07   0.21   4000    1.0
log_lik[16]   -0.06  7.4e-3   0.25  -0.61  -0.21  -0.05   0.11   0.37   1113    1.0
log_lik[17]   -1.46    0.01   0.74  -3.27  -1.85  -1.32  -0.93  -0.46   4000    1.0
log_lik[18]    -0.7  6.6e-3   0.42   -1.7  -0.91  -0.63  -0.41  -0.08   4000    1.0
log_lik[19]    -0.2  5.2e-3   0.26  -0.78  -0.36  -0.18  -0.02   0.24   2611    1.0
log_lik[20]    0.98  5.4e-3   0.27   0.38   0.81    1.0   1.17   1.46   2541    1.0
log_lik[21]    0.72  6.4e-3   0.34  -0.07   0.53   0.76   0.95   1.26   2801    1.0
log_lik[22]    0.73  6.3e-3   0.33  -0.05   0.54   0.77   0.96   1.27   2787    1.0
log_lik[23]    0.98  5.4e-3   0.27   0.38    0.8    1.0   1.17   1.46   2544    1.0
log_lik[24]    1.21  5.3e-3   0.26   0.65   1.04   1.24   1.39   1.66   2368    1.0
log_lik[25]    1.22  5.3e-3   0.26   0.65   1.05   1.25    1.4   1.67   2370    1.0
log_lik[26]    0.42  8.2e-3   0.45  -0.66    0.2    0.5   0.74   1.08   3064    1.0
log_lik[27]    0.18  9.8e-3   0.55  -1.16  -0.08   0.29   0.56   0.96   3189    1.0
log_lik[28]    1.23  5.3e-3   0.26   0.68   1.07   1.25   1.41   1.68   2378    1.0
log_lik[29]    1.22  5.3e-3   0.26   0.66   1.06   1.25    1.4   1.67   2371    1.0
log_lik[30]   -0.93  5.0e-3   0.26  -1.49  -1.09  -0.91  -0.75  -0.48   2630    1.0
log_lik[31]   -2.77    0.01   0.84  -4.72  -3.23  -2.63  -2.15  -1.53   4000    1.0
log_lik[32]   -0.81  4.5e-3   0.22  -1.29  -0.95  -0.79  -0.66  -0.42   2521    1.0
log_lik[33]   -0.77  4.7e-3   0.24  -1.27  -0.92  -0.75   -0.6  -0.35   2535    1.0
log_lik[34]   -1.29  5.2e-3   0.33  -2.04  -1.48  -1.25  -1.06  -0.75   4000    1.0
log_lik[35]   -1.17  4.8e-3    0.3  -1.88  -1.33  -1.14  -0.96  -0.71   4000    1.0
log_lik[36]   -0.92  4.6e-3   0.24  -1.43  -1.07   -0.9  -0.77  -0.53   2666    1.0
log_lik[37]   -0.85  4.5e-3   0.23  -1.34  -0.99  -0.83   -0.7  -0.46   2563    1.0
log_lik[38]   -2.15    0.01    0.7  -3.87   -2.5   -2.0  -1.66  -1.21   4000    1.0
log_lik[39]   -1.17  4.8e-3    0.3  -1.85  -1.34  -1.15  -0.96  -0.66   4000    1.0
log_lik[40]  7.8e-3  4.9e-3   0.24  -0.53  -0.14   0.03   0.17   0.44   2498    1.0
log_lik[41]    0.03  4.9e-3   0.24  -0.51  -0.11   0.05   0.19   0.46   2450    1.0
log_lik[42]   -1.26    0.01   0.64  -2.76  -1.62  -1.17  -0.81  -0.31   4000    1.0
log_lik[43]   -0.02  4.8e-3   0.25  -0.58  -0.17-3.5e-3   0.14   0.41   2568    1.0
log_lik[44] -1.9e-3  4.8e-3   0.24  -0.55  -0.15   0.02   0.17   0.43   2520    1.0
log_lik[45]   -0.04  5.5e-3   0.25  -0.63  -0.19  -0.01   0.13   0.37   2063    1.0
log_lik[46]   -0.34  5.5e-3   0.31  -1.08  -0.52   -0.3  -0.13   0.16   3213    1.0
log_lik[47]   -0.28  5.9e-3    0.3  -1.01  -0.44  -0.24  -0.07   0.19   2598    1.0
log_lik[48]   -0.41  5.4e-3   0.34  -1.24  -0.59  -0.36  -0.17   0.11   4000    1.0
log_lik[49]   -1.63    0.01   0.81  -3.61  -2.06  -1.48  -1.05  -0.48   4000    1.0
log_lik[50]   -0.73    0.01   0.76  -2.57  -1.12  -0.61  -0.17   0.35   4000    1.0
log_lik[51]    0.89  5.5e-3   0.24   0.38   0.74    0.9   1.05    1.3   1816    1.0
log_lik[52]    0.78  5.8e-3   0.25   0.22   0.63   0.79   0.95   1.21   1863    1.0
log_lik[53]    0.71  5.9e-3   0.26   0.13   0.56   0.74    0.9   1.15   1936    1.0
log_lik[54]    0.07  8.0e-3   0.44  -0.98  -0.15   0.15   0.39   0.72   3039    1.0
log_lik[55]    0.49  5.9e-3   0.31  -0.23   0.32   0.54   0.71   0.98   2717    1.0
log_lik[56]    0.55  5.3e-3   0.28  -0.09   0.38   0.57   0.74   1.02   2848    1.0
log_lik[57]     0.7  5.9e-3   0.26    0.1   0.54   0.72   0.88   1.13   1960    1.0
log_lik[58]    0.86  5.5e-3   0.24   0.37   0.72   0.88   1.03   1.28   1862    1.0
log_lik[59]    0.56  5.2e-3   0.28  -0.08    0.4   0.58   0.75   1.03   2809    1.0
log_lik[60]    1.38  5.9e-3   0.26   0.83   1.21   1.39   1.57   1.85   1982    1.0
log_lik[61]    1.43  5.9e-3   0.27   0.86   1.25   1.44   1.62    1.9   2050    1.0
log_lik[62]    1.38  5.9e-3   0.27   0.82   1.21   1.39   1.57   1.86   2089    1.0
log_lik[63]    0.33  9.1e-3   0.58  -1.11   0.05   0.46   0.74   1.12   4000    1.0
log_lik[64]    1.32  5.7e-3   0.27   0.74   1.15   1.33    1.5   1.79   2231    1.0
log_lik[65]    1.38  5.9e-3   0.27   0.82   1.21   1.39   1.57   1.86   2092    1.0
log_lik[66]     1.4  6.0e-3   0.26   0.85   1.23   1.41   1.59   1.88   1963    1.0
log_lik[67]    0.48  8.2e-3   0.52  -0.77   0.24   0.58   0.83   1.21   4000    1.0
log_lik[68]    1.28  5.4e-3   0.27   0.69   1.11   1.29   1.47   1.75   2566    1.0
log_lik[69]    1.02  5.6e-3   0.31   0.31   0.85   1.05   1.23   1.54   3041    1.0
log_lik[70] -1.5e-3    0.01   0.58  -1.46  -0.28    0.1   0.41   0.79   1673    1.0
log_lik[71]     0.5  7.1e-3   0.38   -0.4    0.3   0.56   0.77   1.08   2829    1.0
log_lik[72]     0.9  5.3e-3   0.27   0.31   0.73   0.92   1.08   1.36   2577    1.0
log_lik[73]    1.12  8.2e-3   0.26   0.56   0.96   1.13    1.3    1.6   1026    1.0
log_lik[74]    1.09  8.0e-3   0.26   0.53   0.92    1.1   1.27   1.55   1090    1.0
log_lik[75]    1.12  8.1e-3   0.26   0.56   0.96   1.13    1.3   1.59   1043    1.0
log_lik[76]    1.08  6.7e-3   0.26   0.51   0.92    1.1   1.26   1.55   1513    1.0
log_lik[77]    0.96  5.7e-3   0.27   0.39   0.79   0.97   1.14   1.42   2188    1.0
log_lik[78]    0.58  6.5e-3   0.35  -0.22   0.39   0.63   0.83   1.12   2964    1.0
log_lik[79]    0.16    0.01   0.52  -1.08  -0.09   0.26   0.54    0.9   1521    1.0
log_lik[80]    -1.5    0.01   0.69  -3.17  -1.88  -1.37   -1.0  -0.56   4000    1.0
log_lik[81]   -0.92  7.0e-3   0.45  -1.99  -1.16  -0.84   -0.6  -0.28   4000    1.0
log_lik[82]   -0.88  6.8e-3   0.43  -1.91   -1.1  -0.81  -0.57  -0.26   4000    1.0
log_lik[83]    -0.4  6.0e-3   0.28  -1.01  -0.57  -0.38   -0.2   0.08   2094    1.0
log_lik[84]   -0.41  6.1e-3   0.28  -1.03  -0.58  -0.39  -0.21   0.07   2131    1.0
log_lik[85]   -0.42  6.4e-3   0.28  -1.04  -0.59   -0.4  -0.22   0.06   1907    1.0
log_lik[86]   -0.96  6.9e-3   0.44   -2.0  -1.21   -0.9  -0.65   -0.3   4000    1.0
log_lik[87]   -0.13  5.5e-3   0.25  -0.66   -0.3  -0.12   0.04   0.31   1986    1.0
log_lik[88]   -0.13  5.6e-3   0.25  -0.66  -0.29  -0.11   0.05   0.31   1965    1.0
log_lik[89]   -0.49  6.5e-3    0.3  -1.16  -0.67  -0.47  -0.28 4.4e-3   2041    1.0
log_lik[90]   -2.65    0.01    0.9   -4.8  -3.16   -2.5  -1.98  -1.36   4000    1.0
log_lik[91]    -1.1  4.9e-3   0.31   -1.8  -1.27  -1.06  -0.88  -0.59   4000    1.0
log_lik[92]    -0.7  4.8e-3   0.24  -1.22  -0.84  -0.69  -0.53  -0.29   2434    1.0
log_lik[93]   -0.73  4.8e-3   0.24  -1.26  -0.88  -0.72  -0.56  -0.32   2493    1.0
log_lik[94]   -0.75  4.8e-3   0.24  -1.27   -0.9  -0.74  -0.58  -0.33   2523    1.0
log_lik[95]   -0.63  4.8e-3   0.23  -1.14  -0.77  -0.61  -0.47  -0.23   2355    1.0
log_lik[96]   -0.85  4.8e-3   0.26  -1.42   -1.0  -0.82  -0.67  -0.42   2870    1.0
log_lik[97]    -1.4  6.6e-3   0.42  -2.44  -1.62  -1.34   -1.1  -0.78   4000    1.0
log_lik[98]   -1.69  8.4e-3   0.53   -3.0  -1.96   -1.6  -1.31  -0.94   4000    1.0
log_lik[99]   -1.07  5.0e-3   0.31   -1.8  -1.25  -1.03  -0.86  -0.59   4000    1.0
log_lik[100]   0.06  5.1e-3   0.24  -0.46  -0.09   0.08   0.23   0.49   2258    1.0
log_lik[101]  -0.06  4.8e-3   0.25   -0.6  -0.21  -0.05   0.11   0.37   2655    1.0
log_lik[102]  -0.88  8.0e-3   0.51  -2.07  -1.14  -0.78  -0.51  -0.15   4000    1.0
log_lik[103]  -0.09  5.1e-3   0.26  -0.65  -0.24  -0.07    0.1   0.36   2616    1.0
log_lik[104]   0.08  4.9e-3   0.24  -0.42  -0.07    0.1   0.25    0.5   2357    1.0
log_lik[105]  -0.97  8.2e-3   0.52  -2.22  -1.24  -0.87  -0.59  -0.19   4000    1.0
log_lik[106]   0.08  5.1e-3   0.24  -0.43  -0.07    0.1   0.25   0.51   2256    1.0
log_lik[107]  -0.21  5.3e-3   0.28  -0.84  -0.37  -0.18-7.4e-3   0.26   2838    1.0
log_lik[108]  -0.35  5.6e-3   0.31  -1.08  -0.54  -0.31  -0.12   0.16   3143    1.0
log_lik[109]   -1.6    0.01   0.82  -3.49  -2.02  -1.45  -1.01  -0.47   4000    1.0
log_lik[110]  -1.26  4.4e-3   0.23  -1.78   -1.4  -1.24   -1.1  -0.87   2732    1.0
log_lik[111]  -1.36  4.7e-3   0.26  -1.96  -1.49  -1.33  -1.19  -0.95   2948    1.0
log_lik[112]  -1.27  5.9e-3    0.3  -1.92  -1.46  -1.24  -1.06  -0.77   2527    1.0
log_lik[113]  -2.16  7.5e-3   0.47  -3.26  -2.42  -2.11  -1.83   -1.4   4000    1.0
log_lik[114]  -1.69  5.7e-3   0.36   -2.5   -1.9  -1.66  -1.44   -1.1   4000    1.0
log_lik[115]   -1.4  5.9e-3   0.31   -2.1   -1.6  -1.37  -1.18  -0.88   2768    1.0
log_lik[116]  -2.16  7.5e-3   0.48  -3.27  -2.42  -2.11  -1.84   -1.4   4000    1.0
log_lik[117]  -1.25  5.8e-3   0.29   -1.9  -1.43  -1.21  -1.04  -0.75   2508    1.0
log_lik[118]   -1.8  6.9e-3   0.44  -2.92   -2.0   -1.7   -1.5   -1.2   4000    1.0
log_lik[119]  -1.69  6.2e-3   0.39   -2.7  -1.87  -1.62  -1.43  -1.15   4000    1.0
log_lik[120]  -0.53    0.01   0.66  -2.13  -0.87  -0.43  -0.06   0.39   4000    1.0
log_lik[121]   0.78  6.0e-3   0.25   0.23   0.62   0.79   0.95   1.21   1718    1.0
log_lik[122]   0.81  6.1e-3   0.25   0.29   0.66   0.84   0.99   1.25   1675    1.0
log_lik[123]   0.81  6.1e-3   0.25   0.29   0.66   0.84   0.99   1.25   1673    1.0
log_lik[124]   0.27  5.9e-3   0.35  -0.55   0.08   0.32   0.52   0.82   3446    1.0
log_lik[125]   0.57  5.7e-3   0.27  -0.06    0.4   0.59   0.76   1.03   2284    1.0
log_lik[126]  -0.51    0.01   0.65  -2.11  -0.85  -0.37  -0.04   0.41   4000    1.0
log_lik[127]   0.56  5.7e-3   0.28  -0.07   0.39   0.58   0.76   1.02   2305    1.0
log_lik[128]   0.49  5.3e-3   0.29  -0.15   0.32   0.52   0.69   0.97   2877    1.0
log_lik[129]   0.79  6.0e-3   0.25   0.25   0.63   0.81   0.96   1.22   1698    1.0
log_lik[130]  -4.37    0.03   1.83  -8.64  -5.41  -4.05  -2.98  -1.75   4000    1.0
log_lik[131]  -0.38  4.8e-3   0.24  -0.89  -0.53  -0.36   -0.2   0.04   2461    1.0
log_lik[132]   -0.6  5.3e-3   0.27   -1.2  -0.76  -0.57  -0.41  -0.13   2611    1.0
log_lik[133]  -0.56  5.3e-3   0.27  -1.15  -0.72  -0.53  -0.38   -0.1   2576    1.0
log_lik[134]  -0.69  5.6e-3   0.29  -1.34  -0.86  -0.66  -0.49   -0.2   2691    1.0
log_lik[135]  -0.41  5.0e-3   0.25  -0.93  -0.56  -0.39  -0.23   0.02   2463    1.0
log_lik[136]  -0.38  4.8e-3   0.24  -0.89  -0.53  -0.36   -0.2   0.04   2460    1.0
log_lik[137]  -0.46  5.1e-3   0.25  -1.01  -0.62  -0.44  -0.29  -0.03   2494    1.0
log_lik[138]  -0.49  5.1e-3   0.26  -1.05  -0.65  -0.47  -0.31  -0.05   2512    1.0
log_lik[139]  -0.45  5.1e-3   0.25  -0.99  -0.61  -0.43  -0.27  -0.02   2485    1.0
log_lik[140]   1.59  6.8e-3   0.28   0.99   1.41   1.62   1.79    2.1   1747    1.0
log_lik[141]   1.45  6.0e-3   0.27   0.86   1.29   1.47   1.64   1.92   2066    1.0
log_lik[142]    1.0  5.7e-3   0.36   0.14    0.8   1.06   1.26   1.56   4000    1.0
log_lik[143]   1.47  6.1e-3   0.27   0.88    1.3   1.49   1.66   1.95   2025    1.0
log_lik[144]   1.55  6.5e-3   0.28   0.94   1.37   1.57   1.74   2.04   1815    1.0
log_lik[145]   1.43  6.2e-3   0.27   0.85   1.25   1.45   1.62   1.92   1972    1.0
log_lik[146]   1.55  6.5e-3   0.28   0.95   1.38   1.58   1.74   2.05   1801    1.0
log_lik[147]   0.99  5.8e-3   0.37   0.11   0.78   1.04   1.25   1.55   4000    1.0
log_lik[148]   0.75  7.4e-3   0.47  -0.37   0.51   0.84   1.09   1.42   4000    1.0
log_lik[149]   1.59  6.7e-3   0.28   0.98    1.4    1.6   1.78   2.09   1764    1.0
log_lik[150]  -0.65    0.01   0.65  -2.28  -0.97  -0.54  -0.19   0.26   4000    1.0
log_lik[151]   0.64  4.9e-3   0.24   0.12   0.48   0.65    0.8   1.06   2416    1.0
log_lik[152]  -0.29  7.7e-3   0.49  -1.48  -0.55  -0.21   0.05   0.42   4000    1.0
